Source Barcode,Source Column,Source Row,Destination Barcode,Destination Column,Destination Row,Volume,Note
source1,01,1,destination1,1,1,0.0
source1,01,1,destination1,1,10,0.0
source1,01,1,destination1,1,11,0.0
source1,01,1,destination1,1,2,0.0
source1,01,1,destination1,1,7,0.0
source1,01,1,destination1,1,8,0.0
source1,01,1,destination1,1,9,0.0
source1,01,1,destination1,10,10,0.0
source1,01,1,destination1,10,7,0.0
source1,01,1,destination1,10,8,0.0
source1,01,1,destination1,10,9,0.0
source1,01,1,destination1,11,10,0.0
source1,01,1,destination1,11,7,0.0
source1,01,1,destination1,11,8,0.0
source1,01,1,destination1,11,9,0.0
source1,01,1,destination1,12,10,0.0
source1,01,1,destination1,12,7,0.0
source1,01,1,destination1,12,8,0.0
source1,01,1,destination1,12,9,0.0
source1,01,1,destination1,13,10,0.0
source1,01,1,destination1,13,7,0.0
source1,01,1,destination1,13,8,0.0
source1,01,1,destination1,13,9,0.0
source1,01,1,destination1,14,10,0.0
source1,01,1,destination1,14,7,0.0
source1,01,1,destination1,14,8,0.0
source1,01,1,destination1,14,9,0.0
source1,01,1,destination1,15,10,0.0
source1,01,1,destination1,15,7,0.0
source1,01,1,destination1,15,8,0.0
source1,01,1,destination1,15,9,0.0
source1,01,1,destination1,16,10,0.0
source1,01,1,destination1,16,7,0.0
source1,01,1,destination1,16,8,0.0
source1,01,1,destination1,16,9,0.0
source1,01,1,destination1,17,1,0.0
source1,01,1,destination1,17,10,0.0
source1,01,1,destination1,17,6,0.0
source1,01,1,destination1,17,7,0.0
source1,01,1,destination1,17,8,0.0
source1,01,1,destination1,17,9,0.0
source1,01,1,destination1,18,1,0.0
source1,01,1,destination1,18,10,0.0
source1,01,1,destination1,18,6,0.0
source1,01,1,destination1,18,7,0.0
source1,01,1,destination1,18,8,0.0
source1,01,1,destination1,18,9,0.0
source1,01,1,destination1,19,1,0.0
source1,01,1,destination1,19,10,0.0
source1,01,1,destination1,19,6,0.0
source1,01,1,destination1,19,7,0.0
source1,01,1,destination1,19,8,0.0
source1,01,1,destination1,19,9,0.0
source1,01,1,destination1,2,10,0.0
source1,01,1,destination1,2,2,0.0
source1,01,1,destination1,2,7,0.0
source1,01,1,destination1,2,8,0.0
source1,01,1,destination1,2,9,0.0
source1,01,1,destination1,20,1,0.0
source1,01,1,destination1,20,10,0.0
source1,01,1,destination1,20,6,0.0
source1,01,1,destination1,20,7,0.0
source1,01,1,destination1,20,8,0.0
source1,01,1,destination1,20,9,0.0
source1,01,1,destination1,21,1,0.0
source1,01,1,destination1,21,10,0.0
source1,01,1,destination1,21,6,0.0
source1,01,1,destination1,21,7,0.0
source1,01,1,destination1,21,8,0.0
source1,01,1,destination1,21,9,0.0
source1,01,1,destination1,22,1,0.0
source1,01,1,destination1,22,10,0.0
source1,01,1,destination1,22,6,0.0
source1,01,1,destination1,22,7,0.0
source1,01,1,destination1,22,8,0.0
source1,01,1,destination1,22,9,0.0
source1,01,1,destination1,23,1,0.0
source1,01,1,destination1,23,10,0.0
source1,01,1,destination1,23,6,0.0
source1,01,1,destination1,23,7,0.0
source1,01,1,destination1,23,8,0.0
source1,01,1,destination1,23,9,0.0
source1,01,1,destination1,24,1,0.0
source1,01,1,destination1,24,10,0.0
source1,01,1,destination1,24,6,0.0
source1,01,1,destination1,24,7,0.0
source1,01,1,destination1,24,8,0.0
source1,01,1,destination1,24,9,0.0
source1,01,1,destination1,3,10,0.0
source1,01,1,destination1,3,2,0.0
source1,01,1,destination1,3,7,0.0
source1,01,1,destination1,3,8,0.0
source1,01,1,destination1,3,9,0.0
source1,01,1,destination1,4,10,0.0
source1,01,1,destination1,4,2,0.0
source1,01,1,destination1,4,7,0.0
source1,01,1,destination1,4,8,0.0
source1,01,1,destination1,4,9,0.0
source1,01,1,destination1,5,10,0.0
source1,01,1,destination1,5,2,0.0
source1,01,1,destination1,5,7,0.0
source1,01,1,destination1,5,8,0.0
source1,01,1,destination1,5,9,0.0
source1,01,1,destination1,6,10,0.0
source1,01,1,destination1,6,2,0.0
source1,01,1,destination1,6,7,0.0
source1,01,1,destination1,6,8,0.0
source1,01,1,destination1,6,9,0.0
source1,01,1,destination1,7,10,0.0
source1,01,1,destination1,7,2,0.0
source1,01,1,destination1,7,7,0.0
source1,01,1,destination1,7,8,0.0
source1,01,1,destination1,7,9,0.0
source1,01,1,destination1,8,10,0.0
source1,01,1,destination1,8,7,0.0
source1,01,1,destination1,8,8,0.0
source1,01,1,destination1,8,9,0.0
source1,01,1,destination1,9,10,0.0
source1,01,1,destination1,9,7,0.0
source1,01,1,destination1,9,8,0.0
source1,01,1,destination1,9,9,0.0
source1,01,10,destination1,1,14,0.0
source1,01,10,destination1,1,2,0.0
source1,01,10,destination1,1,6,0.0
source1,01,10,destination1,1,8,0.0
source1,01,10,destination1,10,1,0.0
source1,01,10,destination1,10,10,0.0
source1,01,10,destination1,10,13,0.0
source1,01,10,destination1,12,8,0.0
source1,01,10,destination1,13,15,0.0
source1,01,10,destination1,13,4,0.0
source1,01,10,destination1,13,5,0.0
source1,01,10,destination1,13,7,0.0
source1,01,10,destination1,15,2,0.0
source1,01,10,destination1,15,9,0.0
source1,01,10,destination1,16,16,0.0
source1,01,10,destination1,16,3,0.0
source1,01,10,destination1,17,12,0.0
source1,01,10,destination1,17,13,0.0
source1,01,10,destination1,2,13,0.0
source1,01,10,destination1,2,14,0.0
source1,01,10,destination1,2,15,0.0
source1,01,10,destination1,20,11,0.0
source1,01,10,destination1,20,5,0.0
source1,01,10,destination1,21,5,0.0
source1,01,10,destination1,22,4,0.0
source1,01,10,destination1,22,5,0.0
source1,01,10,destination1,22,8,0.0
source1,01,10,destination1,22,9,0.0
source1,01,10,destination1,23,15,0.0
source1,01,10,destination1,23,16,0.0
source1,01,10,destination1,23,5,0.0
source1,01,10,destination1,24,13,0.0
source1,01,10,destination1,24,5,0.0
source1,01,10,destination1,24,6,0.0
source1,01,10,destination1,3,14,0.0
source1,01,10,destination1,3,4,0.0
source1,01,10,destination1,4,14,0.0
source1,01,10,destination1,4,3,0.0
source1,01,10,destination1,5,10,0.0
source1,01,10,destination1,5,14,0.0
source1,01,10,destination1,6,10,0.0
source1,01,10,destination1,6,5,0.0
source1,01,10,destination1,7,10,0.0
source1,01,10,destination1,7,12,0.0
source1,01,10,destination1,7,9,0.0
source1,01,10,destination1,8,10,0.0
